Combination,Columns,Combination length,Number of features,R2 train,R2 test
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30']",2,4,0.5916479401486857,0.41034986308808785
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30']",2,3,0.5806911498383074,0.4007482382631141
"('googletrends', 'casos')","['const', 'googletrends__confinamiento__lag_30']",2,2,0.46226018466870844,0.39800463648568984
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14']",2,2,0.2970770264869008,0.39720420697854253
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__confinamiento__lag_30']",2,3,0.4619403074476597,0.3954633217402427
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",2,3,0.4121485056055929,0.3901192995555042
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__coronavirus__lag_30']",2,3,0.2764798851982446,0.36000395647549543
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",2,4,0.3785225380491227,0.3513026742780444
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20']",2,3,0.30679495119586286,0.34932675909259747
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10']",2,3,0.45288577221727555,0.3378598422472976
"('googletrends', 'casos')","['const', 'googletrends__coronavirus__lag_30']",2,2,0.27235245818319076,0.3356300414646134
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14']",2,2,0.4380831126562569,0.3205774236098602
"('googletrends', 'casos')","['const', 'googletrends__entubado__lag_20']",2,2,0.21752650456329437,0.28551910046449336
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",2,3,0.22024858436425077,0.2833294560110228
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10']",2,3,0.28832927321865764,0.16255789644646135
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21']",2,2,0.16698496794235274,0.13148619051779675
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10']",2,2,0.007784185311501934,-0.0011509565467595628
