Combination,Columns,Feature,Coefficient,p-value
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",googletrends__entubado__lag_20,5.037792484093223,1.860433429544214e-08
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,10.422469678605639,3.0703863611563213e-18
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",const,18.42226656026406,4.543096033456081e-72
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,19.240704365372807,5.690312995084924e-16
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,-7.2513257925518095,0.0019128596001421838
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",googletrends__tanatorio__lag_10,5.979646203234198,1.525335712654465e-09
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",googletrends__entubado__lag_20,4.984174479269279,4.7116736195014466e-08
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",const,18.42226656026406,6.109930390220405e-113
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",casos__ratio_population__num_casos_prueba_pcr__lag_14,14.208335587832218,4.1730726003491024e-77
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,10.574044274616648,1.1279501370031721e-42
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",googletrends__tanatorio__lag_10,2.2975407447369776,0.0008436083382376566
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20']",googletrends__entubado__lag_20,5.189975240605031,8.511306283167148e-17
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,1.5155156398479325e-68
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,17.04841082822699,6.20807197742909e-10
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,-11.031411493649923,2.3406736813538086e-06
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",googletrends__entubado__lag_20,5.935357679552239,2.4596245927170205e-10
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,3.8768584405899538,0.0038372649242494066
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,1.2318451904092184e-145
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,15.361849068342373,1.7941575651607125e-118
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,3.3298626643000726,2.4940114923114833e-08
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",googletrends__entubado__lag_20,4.062374988051568,4.495355870208109e-17
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,9.69283550173707,1.785263691928124e-45
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20']",const,18.42226656026406,4.6505778257961725e-144
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20']",casos__ratio_population__num_casos_prueba_pcr__lag_14,14.46445772610898,4.518063872913544e-110
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,19.147796599196994,1.419512233974005e-43
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,-7.826704738093148,1.1137850847212419e-10
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__entubado__lag_20']",googletrends__entubado__lag_20,3.457865786535947,2.113091325007139e-12
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,1.1342675243427045e-72
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,13.671502943304748,3.3137321406167463e-07
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,-4.83253919337525,0.042523128260280235
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",googletrends__tanatorio__lag_10,8.901908083723352,1.3432128167562348e-17
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,8.076110222195165,4.1406740496982064e-09
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,2.017153104979282e-149
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,14.73971474843089,3.481529077922625e-113
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,5.47151107532161,1.639520033249829e-18
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",googletrends__tanatorio__lag_10,5.211431822893924,1.2263983941224693e-21
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,11.742970114639261,1.103643057744922e-62
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10']",const,18.42226656026406,2.161835712384383e-137
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10']",casos__ratio_population__num_casos_prueba_pcr__lag_14,14.493912857188105,1.6069860353725202e-100
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,20.93524241170154,3.8344191812975225e-48
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,-7.6256702401672465,9.57730961779613e-09
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__tanatorio__lag_10']",googletrends__tanatorio__lag_10,1.9650696020659648,0.0004868620239626195
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,2.4175221441115524e-153
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,15.490490282103723,5.049645572008038e-128
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,14.538191248632499,2.5998800894431255e-26
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_21,-7.2006905267284695,2.1021175897603126e-10
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_21', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,6.9023673079646235,1.4009606022300394e-23
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,4.2488790190152144e-110
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__tanatorio__lag_10,9.912691155845952,8.759018359142785e-40
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__entubado__lag_20,4.068375740586715,1.732871772752905e-10
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__confinamiento__lag_30,13.18643259703376,8.464605202031664e-61
"('googletrends', 'casos')","['const', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,8.178526414542047,1.8496309599112738e-25
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",const,18.42226656026406,3.1152044073753995e-98
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,5.221899860682096,8.619465901364582e-09
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",googletrends__tanatorio__lag_10,8.264839126662173,8.498555700157035e-27
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",googletrends__entubado__lag_20,4.919799619297574,5.329020718587486e-12
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",googletrends__confinamiento__lag_30,13.110638160898958,1.2819922590066073e-44
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",const,18.42226656026406,1.8981763029603363e-104
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,7.456422083662704,1.128919690940896e-17
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",googletrends__tanatorio__lag_10,2.804372507046584,0.0003985645269713134
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",googletrends__entubado__lag_20,6.502907609054871,8.134983939055358e-23
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",googletrends__confinamiento__lag_30,10.794764187323276,4.245320464682224e-31
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,4.435288989666612e-84
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,-1.7202448700048092,0.1791896920856817
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__entubado__lag_20,6.629374766534017,1.505793865609304e-16
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__confinamiento__lag_30,12.058994897310308,2.2158108432305118e-32
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,4.831677066688191,2.1844207678697888e-05
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,2.968889962536453e-142
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,13.965351389285761,9.232610673941605e-81
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__entubado__lag_20,4.352287959383441,1.985061327359168e-18
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__confinamiento__lag_30,2.220119844028239,0.00044106786507678745
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,10.619221021839747,2.9726156005998825e-53
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",const,18.42226656026406,6.294706703802412e-137
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,15.363378104660933,8.458824025213074e-78
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,12.517316257183058,9.49802741591831e-47
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",googletrends__entubado__lag_20,3.8295128610623226,2.2673133070130538e-13
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__entubado__lag_20', 'googletrends__confinamiento__lag_30']",googletrends__confinamiento__lag_30,-1.0715974793850673,0.18159128402799457
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,1.1268340313581633e-103
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,0.6272283460319771,0.5528373580893602
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__tanatorio__lag_10,11.058413003735328,1.8805167292894812e-45
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__confinamiento__lag_30,13.517142137684527,4.558999286114295e-50
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,9.29724164842815,9.186227307646311e-20
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,1.676190321195688e-144
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,11.66706240396082,2.1815655470297745e-54
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__tanatorio__lag_10,5.700747367352978,3.631598745930679e-21
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__confinamiento__lag_30,5.022602793729789,1.491463847510401e-12
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__coronavirus__lag_30,12.87536249177307,2.622880721492251e-74
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30']",const,18.42226656026406,1.3546910772400888e-131
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,14.529792365065987,1.5600178447514976e-56
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,14.281750889195642,1.7212428854618446e-58
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30']",googletrends__tanatorio__lag_10,3.0686482279609626,1.2812550933473927e-06
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__tanatorio__lag_10', 'googletrends__confinamiento__lag_30']",googletrends__confinamiento__lag_30,0.04911946120690977,0.9579309160607207
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",const,18.42226656026406,1.9721164861398883e-148
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_pcr__lag_14,17.322460415689925,1.25881928691069e-102
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",casos__ratio_population__num_casos_prueba_test_ac__lag_14,9.056739136980893,6.626516402436249e-26
"('googletrends', 'casos')","['const', 'casos__ratio_population__num_casos_prueba_pcr__lag_14', 'casos__ratio_population__num_casos_prueba_test_ac__lag_14', 'googletrends__confinamiento__lag_30', 'googletrends__coronavirus__lag_30']",googletrends__confinamiento__lag_30,-2.7062582563463193,0.00022142735895819792
